name,branche,telefon,email,adresse,website,hat_website,website_erreichbar,website_alter_jahre,hat_ssl,ladezeit_ms,ist_mobilfreundlich,wayback_datum,google_place_id,google_rating,google_bewertungen,score,score_gruende,gefunden_am,status
EHG Elektro Hannover GmbH,Elektriker,0511 45008125,,"Göttinger Ch 154, 30459 Hannover, Deutschland",http://elektroehg.de/,True,True,5,False,3944,True,29.11.2021,ChIJ4dknPZR1sEcRjzRaLbu2LdM,5,9,45,Website veraltet (5 Jahre) (+15) | Kein HTTPS (+10) | Sehr langsam (3944ms) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Elektriker Homann,Elektriker,0511 22830820,,"Südfeldstraße 10-12, 30453 Hannover, Deutschland",https://elektriker-homann.de/,True,False,1,True,,,20.02.2025,ChIJO2cndOx1sEcRuRGTFq62BAs,5,5,45,Website nicht erreichbar (+35) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
"Aktherm Vater & Sohn , Sanitär-Heizung-Klima-Solar-Meisterbetrieb",Klempner,0163 0818793,,"Bremer Str. 7, 30880 Laatzen, Deutschland",http://www.aktherm-sh.de/,True,True,5,False,681,True,24.01.2021,ChIJ8VqXioyhukcRwDukwrHk_lg,5,59,45,Website veraltet (5 Jahre) (+15) | Kein HTTPS (+10) | Viele Bewertungen (59) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Sascha Buchner Sanitär und Heizung,Klempner,0511 3946870,,"Podbielskistraße 49, 30177 Hannover, Deutschland",https://www.sanitaer-buchner.de/,True,False,11,True,,,31.08.2015,ChIJ61zwN1NzsEcRvXng-6b-iew,4,34,45,Website nicht erreichbar (+35) | Gute Aktivität (34 Bewertungen) (+5) | Telefon bekannt (+5),2026-05-28,neu
PETER RALL GmbH,Klempner,0511 831369,,"Thuler Weg 7, 30519 Hannover, Deutschland",http://www.peter-rall.de/,True,True,21,False,1806,True,05.05.2005,ChIJwfrlVwQLsEcRAI3EfVEcNQk,4,26,45,Website sehr alt (21 Jahre) (+25) | Kein HTTPS (+10) | Gute Aktivität (26 Bewertungen) (+5) | Telefon bekannt (+5),2026-05-28,neu
Krosky Heizung-Lüftung & Sanitär GmbH,Klempner,0511 4755990,,"Limmerstraße 73, 30451 Hannover, Deutschland",http://www.krosky-gmbh.de/,True,True,10,False,473,True,13.03.2016,ChIJyfbQych1sEcR6ZH9FLvi41c,5,3,45,Website sehr alt (10 Jahre) (+25) | Kein HTTPS (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Dirk Stadali,Klempner,0511 648044,,"Schmiedeberg 3, 30659 Hannover, Deutschland",,False,False,,False,,,,ChIJuZ5ZnaE7ZUERogc90SFTMic,4.4,19,45,Keine Website gefunden (+40) | Telefon bekannt (+5),2026-05-28,neu
Noetzel e.K.,Klempner,0511 3889612,,"Seestraße 4, 30171 Hannover, Deutschland",https://www.noetzel-shs.de/,True,False,6,True,,,07.08.2020,ChIJ24Z-u8ULsEcRnvjykBBHVNs,3.4,21,45,Website nicht erreichbar (+35) | Gute Aktivität (21 Bewertungen) (+5) | Telefon bekannt (+5),2026-05-28,neu
Engel J. Inh. Torsten Vogel,Klempner,0511 664706,,"Lister Damm 5, 30163 Hannover, Deutschland",https://www.sanitaer-engel.de/,True,True,22,True,3033,True,12.12.2004,ChIJ67wT3FtzsEcRUk8k8EUa6e4,3.9,25,45,Website sehr alt (22 Jahre) (+25) | Sehr langsam (3033ms) (+10) | Gute Aktivität (25 Bewertungen) (+5) | Telefon bekannt (+5),2026-05-28,neu
"Aktherm Vater & Sohn , Sanitär-Heizung-Klima-Solar-Meisterbetrieb",Installateur,0163 0818793,,"Bremer Str. 7, 30880 Laatzen, Deutschland",http://www.aktherm-sh.de/,True,True,5,False,680,True,24.01.2021,ChIJ8VqXioyhukcRwDukwrHk_lg,5,59,45,Website veraltet (5 Jahre) (+15) | Kein HTTPS (+10) | Viele Bewertungen (59) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Krosky Heizung-Lüftung & Sanitär GmbH,Installateur,0511 4755990,,"Limmerstraße 73, 30451 Hannover, Deutschland",http://www.krosky-gmbh.de/,True,True,10,False,517,True,13.03.2016,ChIJyfbQych1sEcR6ZH9FLvi41c,5,3,45,Website sehr alt (10 Jahre) (+25) | Kein HTTPS (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Hartzsch Sanitär- und Heizungstechnik GmbH,Installateur,0511 635034,,"Niederaue 20, 30419 Hannover, Deutschland",https://www.hartzschgmbh.de/,True,True,24,True,2477,True,26.05.2002,ChIJYXphJApzsEcRkf8wdT9pInY,4.6,23,45,Website sehr alt (24 Jahre) (+25) | Langsam (2477ms) (+5) | Gute Aktivität (23 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Engel J. Inh. Torsten Vogel,Installateur,0511 664706,,"Lister Damm 5, 30163 Hannover, Deutschland",https://www.sanitaer-engel.de/,True,True,22,True,3079,True,12.12.2004,ChIJ67wT3FtzsEcRUk8k8EUa6e4,3.9,25,45,Website sehr alt (22 Jahre) (+25) | Sehr langsam (3079ms) (+10) | Gute Aktivität (25 Bewertungen) (+5) | Telefon bekannt (+5),2026-05-28,neu
Springmann-Haustechnik,Installateur,0511 884044,,"Heuerstraße 18, 30519 Hannover, Deutschland",http://www.springmann-haustechnik.de/,True,True,,False,4060,False,,ChIJRUdSVDILsEcReOnmeii-TuM,4.3,30,45,Kein HTTPS (+10) | Nicht mobilfreundlich (+15) | Sehr langsam (4060ms) (+10) | Gute Aktivität (30 Bewertungen) (+5) | Telefon bekannt (+5),2026-05-28,neu
Sanify GmbH - Sanitär & Heizung,Installateur,0511 12269265,,"Wunstorfer Str. 71a, 30453 Hannover, Deutschland",http://www.sanify-shk.de/,True,False,5,False,,,23.12.2021,ChIJD-oapEZ1sEcRA5DyojzM6xU,4.8,13,45,Website nicht erreichbar (+35) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Bad-Studio Geibelstraße GmbH,Installateur,0511 800116,,"Geibelstraße 35, 30173 Hannover, Deutschland",https://badstudio-geibelstrasse.de/,True,True,21,True,1533,True,22.01.2005,ChIJtwl9vjYLsEcReW-lmAzLKuQ,4.5,56,45,Website sehr alt (21 Jahre) (+25) | Viele Bewertungen (56) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
SHK-Life Meisterbetrieb für Sanitär- Heizung-Klima,Installateur,0176 32252084,,"Schulenburger Landstraße 50, 30165 Hannover, Deutschland",http://www-shk-life.com/,True,False,,False,,,,ChIJB7O2p_5zsEcRKmOPyzBbG8U,5,6,45,Website nicht erreichbar (+35) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Sanitär-Service Siegbert Smolin GmbH,Installateur,0511 661937,,"Lister Damm 7, 30163 Hannover, Deutschland",https://thermen-smoky.de/,True,True,21,True,5639,True,29.01.2005,ChIJj4rF601zsEcRc2jEwOXNrfI,4.1,20,45,Website sehr alt (21 Jahre) (+25) | Sehr langsam (5639ms) (+10) | Gute Aktivität (20 Bewertungen) (+5) | Telefon bekannt (+5),2026-05-28,neu
Malerfachbetrieb Heyse - Malerarbeiten Hannover,Maler,0511 612994,,"Hannoversche Str. 14, 30916 Isernhagen, Deutschland",https://www.maler-heyse.de/,True,True,21,True,1407,True,31.01.2005,ChIJ6y8oecMNsEcRrNva-CkM0-M,4.8,52,45,Website sehr alt (21 Jahre) (+25) | Viele Bewertungen (52) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Malermeister Van,Maler,0511 37355874,,"Dohmeyers Weg 2, 30625 Hannover, Deutschland",https://www.malermeister-van.de/,True,False,2,True,,,04.08.2024,ChIJD3Cb_b2VTK8RuxVHe3g-ihs,5,18,45,Website nicht erreichbar (+35) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Malermeister Jens Gabeler,Maler,0511 601424,,"Ada-Lessing-Str. 66, 30657 Hannover, Deutschland",http://www.malermeister-gabeler.de/,True,True,11,False,1986,True,29.09.2015,ChIJga97yMUMsEcR7eAyMLN68NQ,4.8,13,45,Website sehr alt (11 Jahre) (+25) | Kein HTTPS (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Malermeister Grieß GmbH,Maler,0511 319578,,"Voßstraße 4, 30161 Hannover, Deutschland",http://www.malermeister-griess.de/,True,True,22,False,1516,True,05.12.2004,ChIJx8JXY1hzsEcRWAJFqUF2E0I,5,6,45,Website sehr alt (22 Jahre) (+25) | Kein HTTPS (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Riefling Malerfachbetrieb,Maler,0177 3721175,,"Arndtstraße 26, 30167 Hannover, Deutschland",http://www.maler-riefling.de/,True,False,4,False,,,12.03.2022,ChIJUSasU6F0sEcRw_LNg_kz8bo,5,3,45,Website nicht erreichbar (+35) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
PT-Malerfachbetrieb,Maler,0172 4452027,,"Alte Ziegelei 7, 30419 Hannover, Deutschland",https://www.pt-maler.de/,True,False,10,True,,,04.07.2016,ChIJs_tld_FzsEcRED5BAy6QMdU,5,11,45,Website nicht erreichbar (+35) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Maler Ekert UG,Maler,0511 8998368,,"Hoher Weg 8, 30519 Hannover, Deutschland",http://maler-ekert.de/,True,True,13,False,1093,True,11.05.2013,ChIJ7xYBWv0KsEcRKNbgQOeSk0g,4.8,12,45,Website sehr alt (13 Jahre) (+25) | Kein HTTPS (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Popic Malereibetrieb,Maler,0176 64296904,,"Stöckener Str. 35, 30419 Hannover, Deutschland",http://www.popic-malerbetrieb-hannover.de/,True,False,,False,,,,ChIJcdheQ_NzsEcRYOZE2C7Hzws,5,8,45,Website nicht erreichbar (+35) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Maler Jordan | Hannover,Maler,0511 99995117,,"Am Brabrinke 14, 30519 Hannover, Deutschland",https://www.malerjordan.de/,True,True,17,True,2149,True,11.05.2009,ChIJl5GHaUJwsEcRB3fnOtFdKSE,4.5,26,45,Website sehr alt (17 Jahre) (+25) | Langsam (2149ms) (+5) | Gute Aktivität (26 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Malermeister Kaun - Reiner Kaun,Maler,0511 754918,,"Große Pranke 16B, 30419 Hannover, Deutschland",http://www.maler-hannover.regional.de/,True,True,,False,3689,False,,ChIJ58YN6ElxsEcRHjpm7dMBpK0,5,5,45,Kein HTTPS (+10) | Nicht mobilfreundlich (+15) | Sehr langsam (3689ms) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Stylekonzept GmbH & Co.KG,Maler,0511 3970052,,"Rühmkorffstraße 13, 30163 Hannover, Deutschland",https://www.stylekonzept.com/,True,True,17,True,1784,True,25.06.2009,ChIJt279hVNzsEcRNPf7yxCC3UU,4.9,54,45,Website sehr alt (17 Jahre) (+25) | Viele Bewertungen (54) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Malermeister Kielhorn,Maler,0511 625770,,"Hainhölzer Str. 3, 30159 Hannover, Deutschland",http://www.malermeister-kielhorn.de/,True,False,16,False,,,06.02.2010,ChIJXcmIj6N0sEcR0-L1G42wSKc,5,2,45,Website nicht erreichbar (+35) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Malermeister Maximilain Templin,Maler,0172 5478622,,"Rudorffstraße 21, 30459 Hannover, Deutschland",http://www.malermeister-templin.de/,True,True,14,False,808,True,28.08.2012,ChIJzxpcwyl1sEcRUpD_r_4xwUg,5,5,45,Website sehr alt (14 Jahre) (+25) | Kein HTTPS (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
KAUROFF Malereibetrieb GmbH,Maler,0511 771222,,"Niedersachsenstraße 32B, 30853 Langenhagen, Deutschland",https://www.kauroff.de/,True,True,17,True,3681,True,01.02.2009,ChIJTyxaU_JysEcRdHnnDAzzGW4,4.8,17,45,Website sehr alt (17 Jahre) (+25) | Sehr langsam (3681ms) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Fliesenlegermeister M. Kutschenreuter aus Hannover,Fliesenleger,0511 3949407,,"Hebbelstraße 3, 30177 Hannover, Deutschland",http://www.fliesenleger-hannover.de/,True,True,10,False,1098,True,12.01.2016,ChIJkwBmjMg7ZUER1hhrWRWMdmw,5,16,45,Website sehr alt (10 Jahre) (+25) | Kein HTTPS (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Fliesen-Meyer GmbH,Fliesenleger,0511 744056,,"Osterriedestraße 24, 30851 Langenhagen, Deutschland",https://www.fliesenmeyer.de/,True,True,22,True,3080,True,27.11.2004,ChIJGwqPkQFzsEcRbhopxB7WxCk,5,16,45,Website sehr alt (22 Jahre) (+25) | Sehr langsam (3080ms) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
M A K Fliesen Tec - Hannover,Fliesenleger,05109 5633849,,"Bröhnstraße 1, 30952 Ronnenberg, Deutschland",http://www.mak-fliesentec-hannover.de/,True,True,4,False,5394,False,08.02.2022,ChIJq9t5qqufukcRApLy_qrXUt0,5,14,45,Kein HTTPS (+10) | Nicht mobilfreundlich (+15) | Sehr langsam (5394ms) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Fliesen Cussler GmbH & Fliesenhandel Cussler GmbH,Fliesenleger,0511 937790,,"Rotermundstraße 22, 30165 Hannover, Deutschland",https://fliesen-cussler.de/,True,True,18,True,2093,True,07.02.2008,ChIJQTdEzkJzsEcRMEeOmRg3d40,4.7,41,45,Website sehr alt (18 Jahre) (+25) | Langsam (2093ms) (+5) | Gute Aktivität (41 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
"Fliesen Malik, Paul Malik Eurokeram GmbH & Co. KG",Fliesenleger,0511 612267,,"Potsdamer Str. 12, 30916 Isernhagen, Deutschland",https://www.fliesen-malik.de/,True,True,21,True,1234,True,25.01.2005,ChIJjVN4E7INsEcRWIpsy65Ulwk,4.7,71,45,Website sehr alt (21 Jahre) (+25) | Viele Bewertungen (71) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Baukeramik Stefan Ziemann,Fliesenleger,0511 493530,,"Starenweg 47, 30455 Hannover, Deutschland",,False,False,,False,,,,ChIJvddEKVF0sEcRXG4WRVknF-g,4.2,10,45,Keine Website gefunden (+40) | Telefon bekannt (+5),2026-05-28,neu
Jockel und Wagner GmbH Parkett- und Bodenbelag-Meisterbetrieb GmbH,Fliesenleger,0511 660909,,"Lister Kirchweg 109, 30177 Hannover, Deutschland",https://www.bodenbautechnik.de/,True,True,13,True,1019,True,13.10.2013,ChIJbxRuh60MsEcR7tmpMZlCPAA,5,81,45,Website sehr alt (13 Jahre) (+25) | Viele Bewertungen (81) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Sch-lau Bau UG (haftungsbeschränkt),Fliesenleger,,,"Engelbosteler Damm 96, 30167 Hannover, Deutschland",,False,False,,False,,,,ChIJX0YUkmFzsEcR8ugyKyaOhQc,5,1,45,Keine Website gefunden (+40) | Sehr gute Bewertung (+5),2026-05-28,neu
Bleta Innenausbau,Fliesenleger,01525 4738407,,"Pappelweg 12, 31275 Lehrte, Deutschland",http://www.bleta-bau.de/,True,True,,False,4970,False,,ChIJwQTAw874ZaARdsbMKaWTjdE,5,5,45,Kein HTTPS (+10) | Nicht mobilfreundlich (+15) | Sehr langsam (4970ms) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
A+B Fliesenleger Fachbetrieb,Fliesenleger,0176 84567157,,"Charlottenstraße 81, 30449 Hannover, Deutschland",,False,False,,False,,,,ChIJ8woYwsJ0sEcRYv8yR5uQwQI,0.0,0,45,Keine Website gefunden (+40) | Telefon bekannt (+5),2026-05-28,neu
Gebr. Kokemüller GmbH,Dachdecker,0511 858500,,"Erderstraße 36, 30451 Hannover, Deutschland",http://www.kokemueller-bedachungen.de/,True,True,14,False,1950,True,12.07.2012,ChIJJZdOxo50sEcRXGG1R4vlMgA,5,7,45,Website sehr alt (14 Jahre) (+25) | Kein HTTPS (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
"Russek-Bedachungen, Dachdeckermeisterbetrieb, Inh. Matthias Russek",Dachdecker,05101 8548088,,"Oerier Str. 4, 30982 Pattensen, Deutschland",http://www.russek-bedachungen.de/,True,True,10,False,1040,True,06.02.2016,ChIJ5Z_PwYyfukcRbdJ3YiXbip8,5,17,45,Website sehr alt (10 Jahre) (+25) | Kein HTTPS (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Hahn Bedachungen GmbH,Dachdecker,0511 481491,,"Albert-Einstein-Straße 11, 30926 Seelze, Deutschland",http://www.hahn-bedachungen.de/,True,True,22,False,1905,True,09.12.2004,ChIJWZpfNah2sEcRN8W_YEEutP4,5,10,45,Website sehr alt (22 Jahre) (+25) | Kein HTTPS (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Mathias Lassak,Dachdecker,0511 493999,,"Feldspatweg 9, 30455 Hannover, Deutschland",http://www.lassak-bedachungen.de/,True,True,11,False,2448,True,22.08.2015,ChIJ37ReNKM5ZUERlZ5x6KXMYHE,4.3,11,45,Website sehr alt (11 Jahre) (+25) | Kein HTTPS (+10) | Langsam (2448ms) (+5) | Telefon bekannt (+5),2026-05-28,neu
Christiansen Bedachungen,Dachdecker,05137 8142111,,"Alte Ricklinger Str. 12 A, 30823 Garbsen, Deutschland",http://www.dachdecker-garbsen-christiansen.de/,True,False,,False,,,,ChIJM6-kdtxwsEcRgdK75WMjJhY,4.8,12,45,Website nicht erreichbar (+35) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Andreas Fox GmbH,Dachdecker,0511 782633,,"Alt-Engelbostel 66, 30855 Langenhagen, Deutschland",http://fox-bedachungen.de/,True,True,,False,5326,False,,ChIJH4ZT8ohxsEcRoNhfXV3mUdc,3.9,40,45,Kein HTTPS (+10) | Nicht mobilfreundlich (+15) | Sehr langsam (5326ms) (+10) | Gute Aktivität (40 Bewertungen) (+5) | Telefon bekannt (+5),2026-05-28,neu
K.-H. Wöckener GmbH,Dachdecker,0511 836050,,"Thuler Weg 9, 30519 Hannover, Deutschland",,False,False,,False,,,,ChIJu2CiUQQLsEcRXv1frv_GGG8,3.8,5,45,Keine Website gefunden (+40) | Telefon bekannt (+5),2026-05-28,neu
Firma Richter,Dachdecker,,,"Liebrechtstraße 5, 30559 Hannover, Deutschland",,False,False,,False,,,,ChIJv6FfiHILsEcRIN8XtVny2U0,5,2,45,Keine Website gefunden (+40) | Sehr gute Bewertung (+5),2026-05-28,neu
AZ Industriebedachung GmbH & Co. KG,Dachdecker,0171 1488214,,"Merkurstraße 1d, 30419 Hannover, Deutschland",https://www.az-industriebedachungen.de/,True,False,21,True,,,23.01.2005,ChIJZTN3RA9xsEcR60EMR9idnDg,5,1,45,Website nicht erreichbar (+35) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Michael Edelmann Massmöbel & mehr,Schreiner,0511 21907881,,"Lichtenbergpl. 3, 30449 Hannover, Deutschland",http://www.massname.de/,True,True,,False,4238,False,,ChIJH-WOGZZ0sEcRrjRsKZSTJqw,5,2,45,Kein HTTPS (+10) | Nicht mobilfreundlich (+15) | Sehr langsam (4238ms) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Drechslerei & Tischlerei Friedrich Schrader,Schreiner,01523 1877250,,"Eckerstraße 13, 30161 Hannover, Deutschland",,False,False,,False,,,,ChIJL6vV2E91sEcRoNo0Gnts8i0,3.7,3,45,Keine Website gefunden (+40) | Telefon bekannt (+5),2026-05-28,neu
SCHMALENBERG feine Holzarbeiten,Schreiner,0174 6923526,,"im Ökologischen Gewerbehof, Zur Bettfedernfabrik 1/HALLE 14, 30451 Hannover, Deutschland",,False,False,,False,,,,ChIJQw4ZJ0yXukcR2FR1BYgvngo,0.0,0,45,Keine Website gefunden (+40) | Telefon bekannt (+5),2026-05-28,neu
Böker Bestattungen & Tischlerei,Schreiner,0511 421717,,"Beekestraße 66, 30459 Hannover, Deutschland",http://www.boeker-hannover.de/,True,True,13,False,1739,True,18.05.2013,ChIJvyDJiih1sEcRSdF_uojYjXY,4.7,14,45,Website sehr alt (13 Jahre) (+25) | Kein HTTPS (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Bau- und Möbeltischlerei Temps Inh. Markus Temps,Schreiner,05109 2478,,"Huhestraße 4, 30952 Ronnenberg, Deutschland",http://www.tischlerei-temps.de/,True,True,21,False,1674,True,22.01.2005,ChIJ-wYJNDyeukcRuOckFr9HmAs,5,11,45,Website sehr alt (21 Jahre) (+25) | Kein HTTPS (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Tischlerei Sprus,Schreiner,05136 7676,,"Ostlandring 15, 31303 Burgdorf, Deutschland",https://sellwerk.de/firmenprofil/tischlerei-sprus,True,False,10,True,,,13.03.2016,ChIJNSUfctcFsEcRE0qgRQBDKdI,4.6,9,45,Website nicht erreichbar (+35) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Verband des Tischlerhandwerks Niedersachsen/Bremen - Landesinnungsverband,Schreiner,0511 6270750,,"Baumschulenallee 12, 30625 Hannover, Deutschland",,False,False,,False,,,,ChIJgRat5X85ZUERoneS2qsqR6Q,4.3,3,45,Keine Website gefunden (+40) | Telefon bekannt (+5),2026-05-28,neu
Stegmann GunnarTischlermeister,Schreiner,0511 583439,,"Zur Hindenburgschleuse 15, 30559 Hannover, Deutschland",,False,False,,False,,,,ChIJhf8ozOILsEcRrJxHkQm_Vkc,0.0,0,45,Keine Website gefunden (+40) | Telefon bekannt (+5),2026-05-28,neu
Dietrich Daniel Tischlermeister,Schreiner,05035 1880082,,"Badenstedter Str. 46, 30453 Hannover, Deutschland",http://www.tischlerei-daniel-dietrich.de/,True,True,5,False,700,False,23.12.2021,ChIJ00XIxfN0sEcRDPiJLidroB0,0.0,0,45,Website veraltet (5 Jahre) (+15) | Kein HTTPS (+10) | Nicht mobilfreundlich (+15) | Telefon bekannt (+5),2026-05-28,neu
"Aktherm Vater & Sohn , Sanitär-Heizung-Klima-Solar-Meisterbetrieb",Heizungsbauer,0163 0818793,,"Bremer Str. 7, 30880 Laatzen, Deutschland",http://www.aktherm-sh.de/,True,True,5,False,675,True,24.01.2021,ChIJ8VqXioyhukcRwDukwrHk_lg,5,59,45,Website veraltet (5 Jahre) (+15) | Kein HTTPS (+10) | Viele Bewertungen (59) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Sascha Buchner Sanitär und Heizung,Heizungsbauer,0511 3946870,,"Podbielskistraße 49, 30177 Hannover, Deutschland",https://www.sanitaer-buchner.de/,True,False,,True,,,,ChIJ61zwN1NzsEcRvXng-6b-iew,4,34,45,Website nicht erreichbar (+35) | Gute Aktivität (34 Bewertungen) (+5) | Telefon bekannt (+5),2026-05-28,neu
Krosky Heizung-Lüftung & Sanitär GmbH,Heizungsbauer,0511 4755990,,"Limmerstraße 73, 30451 Hannover, Deutschland",http://www.krosky-gmbh.de/,True,True,10,False,643,True,13.03.2016,ChIJyfbQych1sEcR6ZH9FLvi41c,5,3,45,Website sehr alt (10 Jahre) (+25) | Kein HTTPS (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Hagemann & Sohn,Heizungsbauer,0511 621811,,"Steinmetzstraße 9, 30163 Hannover, Deutschland",http://www.shk-hagemann.de/,True,True,21,False,1631,True,08.02.2005,ChIJS0j_eVpzsEcRNBOxKMHyRUY,4.1,25,45,Website sehr alt (21 Jahre) (+25) | Kein HTTPS (+10) | Gute Aktivität (25 Bewertungen) (+5) | Telefon bekannt (+5),2026-05-28,neu
SHK-Life Meisterbetrieb für Sanitär- Heizung-Klima,Heizungsbauer,0176 32252084,,"Schulenburger Landstraße 50, 30165 Hannover, Deutschland",http://www-shk-life.com/,True,False,,False,,,,ChIJB7O2p_5zsEcRKmOPyzBbG8U,5,6,45,Website nicht erreichbar (+35) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Sanify GmbH - Sanitär & Heizung,Heizungsbauer,0511 12269265,,"Wunstorfer Str. 71a, 30453 Hannover, Deutschland",http://www.sanify-shk.de/,True,False,5,False,,,23.12.2021,ChIJD-oapEZ1sEcRA5DyojzM6xU,4.8,13,45,Website nicht erreichbar (+35) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Bad-Studio Geibelstraße GmbH,Heizungsbauer,0511 800116,,"Geibelstraße 35, 30173 Hannover, Deutschland",https://badstudio-geibelstrasse.de/,True,True,21,True,1592,True,22.01.2005,ChIJtwl9vjYLsEcReW-lmAzLKuQ,4.5,56,45,Website sehr alt (21 Jahre) (+25) | Viele Bewertungen (56) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Hartzsch Sanitär- und Heizungstechnik GmbH,Sanitär,0511 635034,,"Niederaue 20, 30419 Hannover, Deutschland",https://www.hartzschgmbh.de/,True,True,24,True,2585,True,26.05.2002,ChIJYXphJApzsEcRkf8wdT9pInY,4.6,23,45,Website sehr alt (24 Jahre) (+25) | Langsam (2585ms) (+5) | Gute Aktivität (23 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Bad-Studio Geibelstraße GmbH,Sanitär,0511 800116,,"Geibelstraße 35, 30173 Hannover, Deutschland",https://badstudio-geibelstrasse.de/,True,True,21,True,1617,True,22.01.2005,ChIJtwl9vjYLsEcReW-lmAzLKuQ,4.5,56,45,Website sehr alt (21 Jahre) (+25) | Viele Bewertungen (56) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Sascha Buchner Sanitär und Heizung,Sanitär,0511 3946870,,"Podbielskistraße 49, 30177 Hannover, Deutschland",https://www.sanitaer-buchner.de/,True,False,,True,,,,ChIJ61zwN1NzsEcRvXng-6b-iew,4,34,45,Website nicht erreichbar (+35) | Gute Aktivität (34 Bewertungen) (+5) | Telefon bekannt (+5),2026-05-28,neu
Hengst & Sohn Badsanierung Hannover,Sanitär,0511 883402,,"Sallstraße 83, 30171 Hannover, Deutschland",http://www.der-bademeister.com/,True,True,,False,4350,False,,ChIJQ2D-DzoLsEcRpzCCCrSn9pY,5,1,45,Kein HTTPS (+10) | Nicht mobilfreundlich (+15) | Sehr langsam (4350ms) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
